Sb03g031640,GRMZM2G028568,GRMZM2G144028
Sb01g016590,GRMZM2G096303,
Sb06g011830,,GRMZM2G059965
Sb09g003510,,GRMZM2G011491
Sb09g025430,GRMZM2G435445,
Sb01g001730,GRMZM5G891724,
Sb01g039820,GRMZM2G320960,
Sb02g004910,GRMZM2G117369,
Sb01g044580,GRMZM2G154007,
Sb03g006950,GRMZM2G003794,
Sb04g030010,,GRMZM2G042356
Sb10g002720,,GRMZM2G168299
Sb04g009330,AC214771.3_FG002,
Sb01g002280,GRMZM2G114692,
Sb03g042830,GRMZM2G176542,
Sb10g005820,,GRMZM2G012479
Sb10g003090,GRMZM2G323418,
Sb02g006140,GRMZM2G025531,
Sb09g024570,GRMZM2G410134,
Sb02g003390,GRMZM2G106204,
Sb09g027140,,GRMZM2G159831
Sb02g003395,GRMZM2G002910,
Sb01g016620,GRMZM2G068699,
Sb03g004800,GRMZM2G039104,
Sb06g021340,GRMZM2G112530,
Sb01g003770,,GRMZM2G395844
Sb03g009830,GRMZM2G161658,
Sb05g000400,,GRMZM2G056546
Sb01g001880,,GRMZM2G448001
Sb01g001550,GRMZM2G369912,
Sb09g004500,GRMZM2G037323,
Sb10g025400,,GRMZM2G442804
Sb10g025150,,GRMZM5G862355
Sb08g000870,GRMZM2G078264,
Sb01g032260,GRMZM2G036543,
Sb03g013780,GRMZM2G444029,
Sb06g001250,GRMZM2G108686,
Sb09g012510,,GRMZM2G157705
Sb07g022030,GRMZM2G048475,
Sb10g009250,,GRMZM2G174315
Sb10g026170,GRMZM5G807019,
Sb09g005150,GRMZM2G131749,
Sb04g001940,GRMZM2G428765,
Sb03g012430,,GRMZM2G014788
Sb04g036190,GRMZM2G180384,
Sb02g003640,,GRMZM5G877941
Sb06g032460,,GRMZM2G150248
Sb03g037520,,GRMZM2G475994
Sb02g007080,,GRMZM2G463996
Sb02g036260,GRMZM2G033885,
Sb01g003480,,GRMZM2G107076
Sb04g022105,,GRMZM5G830457
Sb04g022100,GRMZM2G048800,
Sb01g042770,GRMZM2G163043,
Sb03g006370,GRMZM5G836162,
Sb04g024990,,GRMZM2G152616
Sb01g031140,GRMZM2G477287,
Sb01g031145,,GRMZM2G115841
Sb01g033570,,GRMZM2G035809
Sb04g027960,GRMZM2G077755,
Sb01g035300,,GRMZM2G150834
Sb02g033980,GRMZM2G396752,
Sb01g006310,,GRMZM5G853513
Sb04g036990,,GRMZM2G402319
Sb10g031000,GRMZM2G040871,
Sb06g024730,GRMZM2G162333,
Sb09g029230,GRMZM2G154687,
Sb04g001510,GRMZM2G120578,
Sb09g007180,,GRMZM2G362163
Sb02g040170,GRMZM2G141322,
Sb04g032280,GRMZM2G112247,
Sb01g013950,,GRMZM5G826465
Sb06g024080,GRMZM5G857992,
Sb09g026510,GRMZM2G043035,
Sb01g005560,GRMZM2G120657,
Sb06g028640,,GRMZM2G354209
Sb05g027900,GRMZM2G000586,
Sb02g030980,,GRMZM2G365613
Sb06g028645,GRMZM2G388051,
Sb01g040950,GRMZM2G355450,
Sb06g027260,,GRMZM2G458283
Sb01g007070,GRMZM2G009958,
Sb09g026040,GRMZM2G011068,
Sb01g007075,GRMZM2G009944,
Sb02g019590,,GRMZM2G030312
Sb07g002330,,GRMZM2G007981
Sb06g027420,GRMZM2G074761,
Sb05g023620,GRMZM2G334631,
Sb02g040750,,GRMZM2G044049
Sb06g026820,GRMZM2G032260,
Sb01g018790,GRMZM2G043183,
Sb06g026775,,GRMZM2G113800
Sb03g009370,GRMZM2G108847,
Sb03g002070,GRMZM2G093278,
Sb07g001670,GRMZM5G852185,
Sb05g025500,GRMZM2G030297,
Sb03g007770,GRMZM2G018806,
Sb08g002920,GRMZM2G314661,
Sb06g015290,GRMZM2G091124,
Sb10g005020,GRMZM2G402156,
Sb06g024550,GRMZM2G132777,
Sb04g000540,,GRMZM2G163227
Sb01g031530,GRMZM2G058528,
Sb10g024440,GRMZM2G092586,
Sb01g045460,,GRMZM2G169384
Sb08g023080,GRMZM2G174554,
Sb06g024130,GRMZM2G020701,
Sb03g038410,GRMZM2G092517,
Sb04g021450,GRMZM2G108267,
Sb01g050570,,GRMZM2G060185
Sb02g031850,GRMZM2G012413,
Sb01g012620,,GRMZM5G822180
Sb01g012330,GRMZM2G319281,
Sb04g032130,GRMZM2G106185,
Sb09g006360,GRMZM2G052890,
Sb09g005640,GRMZM5G847615,
Sb08g019730,AC234520.1_FG005,
Sb08g016170,,GRMZM2G326116
Sb03g025600,GRMZM2G022440,
Sb02g029420,GRMZM5G819222,
Sb03g009720,,GRMZM2G154893
Sb04g034100,GRMZM2G103128,
Sb06g031910,GRMZM2G018692,
Sb10g008660,GRMZM2G057672,
Sb10g003300,,GRMZM2G039009
Sb07g002210,GRMZM2G481280,
Sb07g026130,GRMZM2G136534,
Sb01g032940,GRMZM2G149224,
Sb07g028290,,GRMZM2G071347
Sb07g026135,,GRMZM2G398135
Sb04g021070,GRMZM2G168807,
Sb04g033150,GRMZM2G097704,
Sb01g018130,GRMZM2G119657,
Sb03g026550,GRMZM2G071021,
Sb03g040360,,GRMZM2G146437
Sb04g030590,GRMZM2G046587,
Sb01g001450,GRMZM2G016774,
Sb03g003930,,GRMZM2G144464
Sb01g020390,,GRMZM2G144044
Sb03g007250,AC182482.3_FG003,
Sb03g002760,,GRMZM2G009475
Sb03g003290,GRMZM2G152370,
Sb03g043650,,GRMZM2G096169
Sb06g033210,GRMZM2G049536,
Sb10g003990,GRMZM5G893649,
Sb01g008010,GRMZM2G016546,
Sb03g044620,GRMZM2G032132,
Sb10g001630,,GRMZM2G078458
Sb09g025150,GRMZM2G080314,
Sb09g002720,GRMZM2G060798,
Sb01g041320,GRMZM2G108138,
Sb02g004455,GRMZM2G374169,
Sb01g030950,GRMZM2G041685,
Sb03g005730,GRMZM2G163939,
Sb02g044070,GRMZM2G076962,
Sb01g046690,GRMZM2G073373,
Sb03g007920,GRMZM2G336865,
Sb01g036410,,GRMZM2G108655
Sb01g000700,,GRMZM2G072894
Sb01g028280,GRMZM2G034846,
Sb09g024310,,GRMZM2G173195
Sb01g010080,GRMZM2G457346,
Sb06g022250,GRMZM2G002903,
Sb01g014340,,GRMZM2G446454
Sb03g004020,GRMZM2G036340,
Sb10g012240,GRMZM2G158595,
Sb01g040670,GRMZM2G174589,
Sb07g000200,,GRMZM5G873295
Sb09g010000,,GRMZM2G449496
Sb04g032990,,GRMZM2G043414
Sb09g024430,,GRMZM2G089355
Sb04g007970,,GRMZM2G111886
Sb10g010860,GRMZM2G013398,
Sb02g008810,,GRMZM2G047431
Sb01g014740,,GRMZM2G066996
Sb03g023730,GRMZM2G344820,
Sb04g023630,,GRMZM2G041344
Sb02g034630,GRMZM2G154574,
Sb08g003420,GRMZM2G113089,
Sb08g006330,,GRMZM2G139700
Sb01g050640,,GRMZM2G079066
Sb01g050390,AC193500.3_FG003,
Sb08g001640,GRMZM2G437314,
Sb02g038320,GRMZM2G026869,
Sb01g010880,,GRMZM2G402039
Sb06g019650,,GRMZM2G173633
Sb06g020370,GRMZM2G022413,
Sb01g016450,GRMZM2G083156,
Sb03g006380,,GRMZM2G168393
Sb01g021890,GRMZM2G124434,
Sb07g001320,GRMZM2G051677,
Sb04g002560,,GRMZM2G023986
Sb02g038980,GRMZM2G038066,
Sb04g030090,GRMZM2G399207,
Sb04g035410,GRMZM2G128214,
Sb05g019780,,GRMZM2G375420
Sb10g007840,,GRMZM2G027862
Sb06g028880,GRMZM2G084181,
Sb04g006410,,GRMZM2G064328
Sb06g034180,,GRMZM5G800751
Sb05g022410,,GRMZM2G150813
Sb01g046880,GRMZM2G100707,
Sb02g034180,,GRMZM2G113779
Sb05g026350,GRMZM2G001160,
Sb09g018110,GRMZM2G170365,
Sb10g025230,,GRMZM2G169321
Sb08g022820,GRMZM2G093828,
Sb01g009610,,GRMZM2G461145
Sb01g050020,,GRMZM2G165939
Sb10g006360,,GRMZM5G865579
Sb03g032010,GRMZM5G829563,
Sb04g008120,GRMZM2G121309,
Sb01g015790,GRMZM2G176905,
Sb04g028050,GRMZM2G105644,
Sb06g032920,GRMZM2G449094,
Sb01g021090,GRMZM2G414779,
Sb10g029720,GRMZM2G017081,
Sb06g032670,GRMZM2G040247,
Sb03g037750,GRMZM2G451031,
Sb01g004990,AC186656.4_FG012,
Sb10g007430,GRMZM2G174048,
Sb07g027830,GRMZM5G854901,
Sb08g020970,,GRMZM2G162988
Sb02g042430,GRMZM2G020766,
Sb03g006560,GRMZM2G089149,
Sb09g026150,GRMZM2G004932,
Sb10g024680,GRMZM2G054465,
Sb02g012090,,GRMZM2G386138
Sb03g046100,,GRMZM2G356714
Sb01g035820,AC206840.3_FG002,
Sb07g029140,GRMZM2G136313,
Sb03g026450,GRMZM2G087675,
Sb06g030290,AC191113.2_FG002,
Sb01g035530,GRMZM2G177532,
Sb04g003780,GRMZM2G165945,
Sb01g017050,,GRMZM2G153815
Sb01g011650,GRMZM2G072898,
Sb01g047420,GRMZM5G823004,
Sb01g013210,GRMZM2G134982,
Sb01g046260,GRMZM2G172322,
Sb09g005550,GRMZM2G066341,
Sb05g007320,GRMZM2G103759,
Sb02g035580,GRMZM2G058451,
Sb07g003130,GRMZM2G149786,
Sb06g021280,GRMZM2G051898,
Sb01g039360,GRMZM2G043878,
Sb01g001940,GRMZM2G170137,
Sb03g006740,GRMZM2G326465,
Sb10g007700,,GRMZM2G118657
Sb03g013310,,GRMZM2G098912
Sb04g002160,GRMZM2G029879,
Sb04g005030,,GRMZM2G339909
Sb01g001100,GRMZM2G023242,
Sb02g010970,GRMZM2G434445,
Sb01g002360,,GRMZM2G053387
Sb02g031070,GRMZM2G150674,
Sb07g004780,GRMZM2G023275,
Sb05g023450,GRMZM2G403652,
Sb04g023190,,GRMZM2G158384
Sb07g025610,,AC215244.3_FG002
Sb02g000610,,AC199068.2_FG017
Sb10g003460,,GRMZM2G063899
Sb02g035760,,GRMZM2G046011
Sb10g005850,GRMZM2G127990,
Sb02g024310,GRMZM2G092550,
Sb09g003090,GRMZM2G062541,
Sb05g001650,GRMZM2G111928,
Sb10g027490,GRMZM2G085967,
Sb05g004620,,GRMZM2G133716
Sb05g018565,,GRMZM2G166566
Sb06g002220,GRMZM2G090675,
Sb02g039580,GRMZM5G855311,
Sb09g018800,GRMZM2G062481,
Sb10g008390,GRMZM2G176081,
Sb03g028380,GRMZM5G814803,
Sb04g026100,GRMZM5G881044,
Sb02g027120,GRMZM2G117217,
Sb02g032910,GRMZM2G058208,
Sb03g036800,GRMZM2G173647,
Sb03g033830,GRMZM2G122072,
Sb09g028080,GRMZM2G085941,
Sb09g006110,GRMZM2G130749,
Sb02g028350,GRMZM2G394027,
Sb08g018810,GRMZM2G446047,
Sb01g014220,GRMZM2G342105,
Sb02g024110,GRMZM2G082264,
Sb04g017400,GRMZM2G027886,
Sb07g000250,,GRMZM2G125768
Sb10g026540,GRMZM2G095287,
Sb10g026544,GRMZM2G115660,
Sb04g031410,,GRMZM2G133146
Sb09g029420,,GRMZM2G406177
Sb09g029930,,GRMZM2G518198
Sb06g031160,,GRMZM2G104268
Sb07g005780,GRMZM2G034152,
Sb08g019560,GRMZM2G476637,
Sb06g021750,GRMZM2G086486,
Sb02g040340,GRMZM2G150683,
Sb06g032580,GRMZM2G145816,
Sb04g037475,GRMZM2G064608,
Sb04g037470,GRMZM2G064603,
Sb06g020080,GRMZM2G025875,
Sb04g021590,GRMZM2G113332,
Sb06g033180,GRMZM2G051974,
Sb03g047426,GRMZM2G459642,
Sb07g007490,GRMZM2G145870,
Sb04g010313,GRMZM2G073836,
Sb01g038360,GRMZM2G087186,
Sb01g047790,GRMZM2G018579,
Sb04g007640,,GRMZM2G168404
Sb09g004840,GRMZM2G002959,
Sb08g004690,,GRMZM2G059393
Sb02g023583,GRMZM2G417107,
Sb05g003280,,GRMZM2G044493
Sb09g030890,,GRMZM2G012901
Sb01g033100,,GRMZM2G314769
Sb01g003010,,GRMZM2G085301
Sb07g023510,GRMZM2G016210,
Sb06g023030,GRMZM5G814926,
Sb05g020900,GRMZM2G134313,
Sb03g002710,GRMZM2G035131,
Sb07g005435,,GRMZM2G540834
Sb01g027880,GRMZM2G436299,
Sb03g034460,GRMZM2G317285,
Sb10g001020,GRMZM2G152373,
Sb01g008570,GRMZM2G301089,
Sb03g003590,,GRMZM2G070109
Sb03g011250,,GRMZM2G352413
Sb03g029380,,GRMZM2G077553
Sb09g018750,GRMZM2G041961,
Sb05g005970,GRMZM2G014071,
Sb01g030010,GRMZM2G177400,
Sb06g001750,GRMZM2G172695,
Sb09g027945,,GRMZM2G314692
Sb06g018350,,GRMZM2G043300
Sb01g011450,AC203019.3_FG001,
Sb04g004070,GRMZM2G085513,
Sb03g032760,AC195154.3_FG004,
Sb07g020670,GRMZM2G485898,
Sb10g023705,GRMZM5G839512,
Sb02g033220,GRMZM2G111309,
Sb03g041570,GRMZM2G167253,
Sb04g021490,GRMZM2G059851,
Sb05g007190,GRMZM2G127143,
Sb02g030840,GRMZM2G044822,
Sb04g000970,GRMZM2G163866,
Sb01g042430,GRMZM2G100242,
Sb10g027140,,GRMZM2G119714
Sb04g004830,GRMZM2G017882,
Sb10g001280,GRMZM2G042080,
Sb03g026120,,GRMZM2G136765
Sb07g027560,GRMZM2G056122,
Sb04g035210,,GRMZM2G000610
Sb04g004310,,GRMZM2G434191
Sb01g009370,GRMZM2G049349,
Sb01g040350,,GRMZM2G481069
Sb04g030430,,GRMZM2G110483
Sb02g009005,GRMZM2G006325,
Sb03g027830,GRMZM2G040401,
Sb07g001795,GRMZM2G573732,
Sb07g001792,GRMZM2G019257,
Sb02g004840,GRMZM2G101024,
Sb04g025030,GRMZM5G834874,
Sb01g022220,GRMZM2G080462,
Sb01g034460,,GRMZM2G119067
Sb07g004530,GRMZM2G039671,
Sb09g023680,GRMZM2G167673,
Sb04g029220,,GRMZM2G122848
Sb04g029590,GRMZM2G150172,
Sb02g032805,,GRMZM2G081790
Sb04g003150,GRMZM2G010944,
Sb03g046920,GRMZM2G047457,
Sb03g000240,GRMZM5G871347,
Sb02g027685,,GRMZM2G047777
Sb03g046290,,GRMZM2G105221
Sb06g026010,,GRMZM2G305146
Sb10g006880,GRMZM2G308083,
Sb04g033310,,GRMZM2G101687
Sb02g032800,,GRMZM2G081571
Sb04g020500,,GRMZM2G027673
Sb01g009110,,GRMZM2G064089
Sb07g004140,,GRMZM2G059538
Sb01g027490,GRMZM2G420630,
Sb03g046460,,GRMZM2G133959
Sb02g042240,,GRMZM2G053434
Sb08g021830,,AC197150.3_FG003
Sb08g002770,,GRMZM2G000660
Sb06g019330,GRMZM2G042443,
Sb01g015350,GRMZM2G171118,
Sb09g029370,GRMZM2G062761,
Sb07g014890,,GRMZM2G391000
Sb07g028570,GRMZM2G113899,
Sb01g040155,GRMZM2G093217,
Sb01g045300,GRMZM2G080524,
Sb03g003620,GRMZM2G355381,
Sb04g011030,GRMZM2G055705,
Sb06g014460,GRMZM2G145407,
Sb02g027070,GRMZM2G117268,
Sb06g015330,,GRMZM2G147390
Sb04g029040,,GRMZM2G125268
Sb01g046650,GRMZM2G141624,
Sb02g031240,,GRMZM2G573867
Sb06g018820,,GRMZM2G125233
Sb01g012580,,GRMZM2G176723
Sb01g049300,GRMZM2G013634,
Sb09g017570,GRMZM2G089231,
Sb07g027980,,GRMZM2G177720
Sb01g049305,GRMZM2G387837,
Sb07g004200,GRMZM2G145130,
Sb05g022890,GRMZM2G138907,
Sb05g001900,GRMZM2G077299,
Sb04g038290,GRMZM2G134067,
Sb01g016420,GRMZM2G174574,
Sb01g021330,GRMZM2G000540,
Sb02g043280,GRMZM2G181607,
Sb06g019480,GRMZM2G327295,
Sb09g002910,GRMZM2G028104,
Sb10g008830,GRMZM2G000587,
Sb01g040480,,GRMZM2G146313
Sb04g025690,GRMZM2G081955,
Sb03g036250,,GRMZM2G133029
Sb09g000220,GRMZM2G458548,
Sb01g010410,,GRMZM2G114162
Sb03g036255,GRMZM2G096920,
Sb02g032720,AC214640.3_FG003,
Sb03g047000,,GRMZM2G167758
Sb07g026360,GRMZM2G124417,
Sb02g009910,GRMZM2G032944,
Sb09g001790,GRMZM5G886561,
Sb01g025600,AC202185.4_FG004,
Sb10g022640,,GRMZM2G164883
Sb04g008800,,AC193591.3_FG001
Sb03g030360,GRMZM2G074821,
Sb01g049160,GRMZM2G136859,
Sb02g031260,,GRMZM2G151122
Sb04g003310,GRMZM2G410357,
Sb04g023340,GRMZM2G380094,
Sb01g013680,GRMZM5G812926,
Sb03g047520,,GRMZM2G138967
Sb02g035970,GRMZM2G113432,
Sb10g029530,GRMZM2G085089,
Sb09g027400,GRMZM2G041694,
Sb04g025960,GRMZM2G366434,
Sb05g021410,GRMZM2G040559,
Sb06g033400,GRMZM2G119759,
Sb01g032140,GRMZM2G460988,
Sb03g009170,,GRMZM2G044337
Sb01g021790,GRMZM2G110531,
Sb02g042220,GRMZM2G181284,
Sb02g027910,GRMZM2G377862,
Sb03g036070,AC190623.3_FG002,
Sb04g021270,GRMZM2G449447,
Sb06g025930,GRMZM2G086484,
Sb06g025936,,GRMZM2G424112
Sb03g044870,,GRMZM2G302035
Sb08g021360,GRMZM2G136237,
Sb10g028620,GRMZM2G066555,
Sb09g028650,,GRMZM2G113549
Sb09g027300,GRMZM2G476357,
Sb03g030090,GRMZM2G382632,
Sb06g025120,GRMZM2G087678,
Sb02g043930,,GRMZM2G151975
Sb01g033960,GRMZM2G100497,
Sb03g034785,GRMZM2G176699,
Sb10g030575,GRMZM2G004955,
Sb06g018030,GRMZM2G105542,
Sb03g034780,GRMZM2G474326,
Sb03g001370,GRMZM2G027007,
Sb10g030570,GRMZM2G132331,
Sb06g011810,GRMZM2G520811,
Sb03g042120,,GRMZM2G172829
Sb02g028390,GRMZM2G006752,
Sb05g022260,GRMZM2G046111,
Sb04g035060,GRMZM2G124416,
Sb04g027990,GRMZM5G836378,
Sb07g024060,AC234528.1_FG004,
Sb02g004180,GRMZM2G046776,
Sb01g001710,GRMZM5G878153,
Sb03g013410,GRMZM5G800558,
Sb10g003070,GRMZM2G028928,
Sb09g008020,,GRMZM2G387227
Sb02g041570,GRMZM2G436082,
Sb01g030780,GRMZM2G044383,
Sb01g013020,GRMZM2G436429,
Sb02g006160,GRMZM2G122810,
Sb09g020790,,GRMZM2G164814
Sb06g011780,GRMZM2G703077,
Sb01g047210,GRMZM2G062933,
Sb04g001030,GRMZM2G020146,
Sb08g001100,,GRMZM2G319965
Sb06g016170,GRMZM2G136364,
Sb06g029130,GRMZM2G091251,
Sb01g021130,GRMZM2G414791,
Sb10g029390,,GRMZM2G154845
Sb03g010850,,GRMZM2G095657
Sb01g048950,GRMZM2G159477,
Sb10g006450,GRMZM2G127609,
Sb07g001080,GRMZM2G367941,
Sb01g029300,GRMZM2G082916,
Sb01g001570,,GRMZM2G399750
Sb02g004980,GRMZM2G446921,
Sb09g003790,GRMZM2G088795,
Sb05g000460,,GRMZM2G155437
Sb06g002050,GRMZM2G097674,
Sb02g025180,GRMZM2G041175,
Sb05g008670,GRMZM2G030463,
Sb03g032200,,GRMZM2G075906
Sb04g026820,GRMZM2G141411,
Sb01g025960,GRMZM2G109814,
Sb03g032800,GRMZM2G101405,
Sb10g026150,GRMZM2G139082,
Sb03g034120,GRMZM2G078210,
Sb01g032880,GRMZM5G828488,
Sb01g005930,,GRMZM2G460096
Sb05g025560,,GRMZM2G391164
Sb03g039780,GRMZM2G178533,
Sb02g040480,GRMZM2G150841,
Sb04g027330,,GRMZM2G007729
Sb04g032770,GRMZM2G004752,
Sb03g006350,AC233872.1_FG003,
Sb04g024970,GRMZM2G121166,
Sb02g012040,,GRMZM2G047727
Sb09g023510,GRMZM2G429840,
Sb03g046730,GRMZM2G171430,
Sb06g020810,,GRMZM2G437481
Sb09g028430,GRMZM2G031200,
Sb05g023020,GRMZM2G419836,
Sb02g026190,GRMZM2G305406,
Sb04g030135,GRMZM2G481605,
Sb10g031020,,GRMZM2G300348
Sb02g040150,GRMZM5G825512,
Sb04g000600,GRMZM2G472346,
Sb02g014910,GRMZM2G131836,
Sb06g024710,GRMZM2G170509,
Sb01g019530,,GRMZM2G158179
Sb05g027920,GRMZM2G397661,
Sb09g026950,GRMZM2G121262,
Sb06g028660,GRMZM2G089273,
Sb03g038780,GRMZM2G105283,
Sb06g020410,,AC214507.3_FG001
Sb06g024860,GRMZM2G044143,
Sb01g007010,GRMZM2G072682,
Sb02g037880,GRMZM2G411940,
Sb07g002310,GRMZM2G056961,
Sb01g008760,GRMZM2G361662,
Sb05g003800,GRMZM2G173257,
Sb06g021800,GRMZM2G056036,
Sb06g026840,GRMZM2G031981,
Sb01g002000,GRMZM2G051675,
Sb09g009790,GRMZM2G462635,
Sb07g022050,GRMZM2G016521,
Sb03g007020,GRMZM2G013176,
Sb05g025070,GRMZM2G358827,
Sb01g014310,GRMZM2G031120,
Sb09g004990,GRMZM2G064001,
Sb06g024570,,GRMZM2G392040
Sb08g002900,GRMZM2G014282,
Sb01g006720,GRMZM2G165619,
Sb02g036685,GRMZM2G006942,
Sb10g005040,GRMZM2G007683,
Sb09g003270,GRMZM2G041350,
Sb03g041650,GRMZM2G480551,
Sb02g002130,GRMZM2G437187,
Sb03g033310,GRMZM2G175444,
Sb03g003450,,GRMZM2G032252
Sb02g027350,GRMZM2G096952,
Sb01g022770,GRMZM2G444692,
Sb02g031870,GRMZM2G019363,
Sb03g026710,,GRMZM2G423169
Sb04g021470,,GRMZM2G015190
Sb01g012640,GRMZM2G067919,
Sb03g029260,GRMZM2G088436,
Sb03g038030,GRMZM2G050089,
Sb03g030950,,GRMZM2G055936
Sb04g028780,,GRMZM2G063426
Sb02g024320,GRMZM2G092525,
Sb03g047060,GRMZM2G174249,
Sb04g034120,GRMZM2G404762,
Sb04g031950,GRMZM2G137341,
Sb09g027360,GRMZM2G170400,
Sb01g029930,GRMZM2G304132,
Sb02g022240,,GRMZM2G110816
Sb01g010640,GRMZM2G072578,
Sb01g045790,,GRMZM2G178826
Sb03g042720,,GRMZM5G813206
Sb10g008640,,GRMZM2G082613
Sb05g002730,,GRMZM2G145666
Sb01g008180,,GRMZM2G460396
Sb03g033030,GRMZM2G099166,
Sb09g025210,GRMZM2G074906,
Sb06g013785,,GRMZM2G126194
Sb04g007660,,GRMZM2G121495
Sb01g004380,GRMZM2G170489,
Sb01g026220,,GRMZM2G094632
Sb07g009420,,GRMZM2G400129
Sb10g024780,GRMZM2G168690,
Sb03g040380,GRMZM2G154958,
Sb02g043950,GRMZM2G134341,
Sb02g038630,GRMZM2G069405,
Sb04g038600,GRMZM2G073892,
Sb01g028683,,GRMZM2G331105
Sb01g034690,GRMZM2G442387,
Sb02g000440,GRMZM2G165828,
Sb01g007450,GRMZM2G454980,
Sb09g026100,GRMZM2G074427,
Sb06g022010,,GRMZM2G077458
Sb06g022940,GRMZM2G035755,
Sb04g025200,GRMZM2G024451,
Sb10g030080,GRMZM2G158131,
Sb03g033780,,GRMZM2G111354
Sb03g004590,AC233943.1_FG002,
Sb10g029175,GRMZM2G305148,
Sb07g005930,,GRMZM2G093900
Sb01g048795,GRMZM2G176548,
Sb07g018230,,GRMZM2G136067
Sb09g025130,,GRMZM2G026452
Sb04g029690,,GRMZM2G105522
Sb04g033950,GRMZM2G012178,
Sb01g037525,GRMZM2G003984,
Sb01g004650,GRMZM2G176662,
Sb08g022730,,GRMZM2G046065
Sb10g006960,,GRMZM2G136058
Sb02g044010,,GRMZM2G129238
Sb06g023140,GRMZM2G171410,
Sb08g019970,GRMZM2G127739,
Sb03g004330,GRMZM2G336437,
Sb01g005070,GRMZM2G164082,
Sb01g020070,GRMZM2G075492,
Sb06g024050,AC212835.3_FG007,
Sb02g011340,,GRMZM2G048926
Sb01g015540,GRMZM2G146819,
Sb04g032970,GRMZM2G118731,
Sb05g001070,GRMZM2G032619,
Sb01g048170,GRMZM2G399948,
Sb03g004040,,GRMZM2G107696
Sb03g025970,GRMZM2G130305,
Sb10g010840,GRMZM2G096909,
Sb02g015110,,GRMZM2G018775
Sb05g024840,GRMZM5G833660,
Sb08g003750,GRMZM2G031925,
Sb07g019510,GRMZM2G142249,
Sb01g030650,GRMZM2G162251,
Sb02g033640,GRMZM2G488458,
Sb10g004830,GRMZM2G335709,
Sb01g041160,GRMZM2G172537,
Sb02g025210,GRMZM2G114751,
Sb01g009580,GRMZM2G088162,
Sb02g006930,GRMZM2G173967,
Sb01g050620,GRMZM2G172183,
Sb04g008320,GRMZM2G108016,
Sb02g030260,,AC199782.5_FG003
Sb10g006160,GRMZM2G177098,
Sb03g027660,,GRMZM2G459373
Sb10g003240,GRMZM2G076972,
Sb02g019380,GRMZM2G003165,
Sb09g024690,GRMZM2G313078,
Sb01g021300,GRMZM2G119521,
Sb02g037700,GRMZM2G178829,
Sb03g039200,GRMZM2G359230,
Sb05g022200,,GRMZM2G457381
Sb03g004970,,GRMZM2G083328
Sb03g002390,,GRMZM2G472654
Sb04g035040,,GRMZM2G091189
Sb05g000670,GRMZM2G089819,
Sb04g035470,GRMZM2G128358,
Sb04g006430,,GRMZM2G064268
Sb04g006730,,GRMZM2G049839
Sb08g003280,,GRMZM2G313320
Sb06g025890,GRMZM2G368838,
Sb09g026790,GRMZM2G115049,
Sb09g018170,GRMZM2G055657,
Sb04g004690,GRMZM2G382914,
Sb07g027790,AC234203.1_FG011,
Sb03g035060,,GRMZM2G135586
Sb06g003280,GRMZM2G085086,
Sb02g042900,,GRMZM2G008444
Sb09g022480,,GRMZM2G160763
Sb03g045800,GRMZM2G052571,
Sb01g036120,GRMZM2G062391,
Sb01g036690,GRMZM2G309363,
Sb04g023750,,AC214635.3_FG002
Sb09g024620,GRMZM2G037545,
Sb09g005790,GRMZM2G350802,
Sb07g003680,GRMZM2G044306,
Sb02g029360,GRMZM5G883417,
Sb03g030730,,GRMZM2G027804
Sb09g003860,GRMZM2G089163,
Sb04g022800,GRMZM2G128189,
Sb04g027830,GRMZM2G017429,
Sb07g000880,GRMZM2G009627,
Sb10g000440,,GRMZM2G164916
Sb01g031310,GRMZM2G045067,
Sb02g042410,GRMZM2G020606,
Sb03g046120,GRMZM2G044856,
Sb01g035800,,GRMZM2G043295
Sb03g005310,,GRMZM2G139369
Sb01g007830,GRMZM2G083677,
Sb01g017030,,GRMZM2G074314
Sb02g042780,GRMZM2G025182,
Sb01g041400,GRMZM5G818431,
Sb02g035560,GRMZM2G379780,
Sb09g002070,,GRMZM2G024838
Sb01g036340,GRMZM2G031825,
Sb01g047910,GRMZM2G075870,
Sb09g005570,GRMZM2G361605,
Sb09g003300,GRMZM2G121111,
Sb01g001960,,GRMZM2G134219
Sb07g021240,GRMZM2G082257,
Sb07g006300,GRMZM2G070575,
Sb01g002560,GRMZM5G840909,
Sb03g013330,GRMZM2G467435,
Sb10g008000,GRMZM5G878346,
Sb01g015960,,GRMZM2G080231
Sb03g013620,GRMZM5G864903,
Sb08g006710,,GRMZM2G316474
Sb10g003440,,GRMZM2G152808
Sb03g013670,GRMZM2G137037,
Sb09g005310,,GRMZM2G106526
Sb08g002150,GRMZM2G088320,
Sb03g040810,GRMZM2G164141,
Sb09g017110,GRMZM2G068436,
Sb01g011770,,GRMZM2G002754
Sb10g005870,GRMZM2G128056,
Sb10g026700,,GRMZM2G143767
Sb10g030960,GRMZM2G145041,
Sb06g031490,GRMZM2G056572,
Sb01g046360,GRMZM2G165998,
Sb08g001595,GRMZM2G180262,
Sb10g029250,GRMZM2G089050,
Sb04g005000,GRMZM2G022181,
Sb06g032610,GRMZM2G040627,
Sb10g024630,GRMZM2G036921,
Sb07g021790,GRMZM2G459561,
Sb07g021060,GRMZM2G358693,
Sb03g038330,GRMZM2G027478,
